# ---------------------------------- WARNING ----------------------------------------,,,,,,,
# Some of the data that you have obtained from this U.S. Geological Survey database,,,,,,,
# may not have received Director's approval. Any such data values are qualified,,,,,,,
# as provisional and are subject to revision. Provisional data are released on the,,,,,,,
# condition that neither the USGS nor the United States Government may be held liable,,,,,,,
# for any damages resulting from its use.,,,,,,,
#,,,,,,,
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,,,,
#,,,,,,,
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,,,,
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,,,,
#,,,,,,,
# Contact:   gs-w_support_nwisweb@usgs.gov,,,,,,,
# retrieved: 2020-02-12 03:23:56 EST       (nadww01),,,,,,,
#,,,,,,,
# Data for the following 1 site(s) are contained in this file,,,,,,,
#    USGS 01632900 SMITH CREEK NEAR NEW MARKET, VA,,,,,,
# -----------------------------------------------------------------------------------,,,,,,,
#,,,,,,,
# Data provided for site 01632900,,,,,,,
#            TS   parameter     Description,,,,,,,
#        146482       00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius,,,,
#        146484       63680     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU), [YSI 6136]
#        146485       00300     Dissolved oxygen, water, unfiltered, milligrams per liter,,,,
#        217800       63680     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU), [YSI EXO]
#,,,,,,,
# Data-value qualification codes included in this output:,,,,,,,
#        ,,,,,,,
#     A  Approved for publication -- Processing and review completed.,,,,,,,
# ,,,,,,,
"agency_cd	site_no	datetime	tz_cd	146482_00095	146482_00095_cd	146484_63680	146484_63680_cd	146485_00300	146485_00300_cd",,,,,,,
"USGS	01632900	2017-02-08 13:00	EST	509	A	1.2	A	12.3	A",,,,,,,
"USGS	01632900	2017-02-08 13:15	EST	509	A	1.0	A	12.3	A",,,,,,,
"USGS	01632900	2017-02-08 13:30	EST	508	A	1.2	A	12.4	A",,,,,,,
"USGS	01632900	2017-02-08 13:45	EST	507	A	1.1	A	12.5	A",,,,,,,
"USGS	01632900	2017-02-08 14:00	EST	506	A	1.1	A	12.6	A",,,,,,,
"USGS	01632900	2017-02-08 14:15	EST	505	A	0.9	A	12.7	A",,,,,,,
"USGS	01632900	2017-02-08 14:30	EST	504	A	1.0	A	12.7	A",,,,,,,
"USGS	01632900	2017-02-08 14:45	EST	504	A	1.0	A	12.8	A",,,,,,,
"USGS	01632900	2017-02-08 15:00	EST	503	A	1.6	A	12.8	A",,,,,,,
"USGS	01632900	2017-02-08 15:15	EST	502	A	0.9	A	12.7	A",,,,,,,
"USGS	01632900	2017-02-08 15:30	EST	502	A	0.9	A	12.8	A",,,,,,,
"USGS	01632900	2017-02-08 15:45	EST	501	A	0.9	A	12.8	A",,,,,,,
"USGS	01632900	2017-02-08 16:00	EST	500	A	0.9	A	12.8	A",,,,,,,
"USGS	01632900	2017-02-08 16:15	EST	500	A	0.9	A	12.7	A",,,,,,,
"USGS	01632900	2017-02-08 16:30	EST	499	A	0.9	A	12.7	A",,,,,,,
"USGS	01632900	2017-02-08 16:45	EST	499	A	1.0	A	12.6	A",,,,,,,
"USGS	01632900	2017-02-08 17:00	EST	499	A	0.9	A	12.6	A",,,,,,,
"USGS	01632900	2017-02-08 17:15	EST	498	A	1.0	A	12.5	A",,,,,,,
"USGS	01632900	2017-02-08 17:30	EST	498	A	1.0	A	12.4	A",,,,,,,
"USGS	01632900	2017-02-08 17:45	EST	498	A	0.9	A	12.3	A",,,,,,,
"USGS	01632900	2017-02-08 18:00	EST	498	A	1.1	A	12.1	A",,,,,,,
"USGS	01632900	2017-02-08 18:15	EST	498	A	1.3	A	12.1	A",,,,,,,
"USGS	01632900	2017-02-08 18:30	EST	498	A	1.3	A	11.8	A",,,,,,,
"USGS	01632900	2017-02-08 18:45	EST	498	A	1.4	A	11.7	A",,,,,,,
"USGS	01632900	2017-02-08 19:00	EST	499	A	1.9	A	11.7	A",,,,,,,
"USGS	01632900	2017-02-08 19:15	EST	499	A	1.2	A	11.6	A",,,,,,,
"USGS	01632900	2017-02-08 19:30	EST	499	A	1.3	A	11.5	A",,,,,,,
"USGS	01632900	2017-02-08 19:45	EST	500	A	1.7	A	11.4	A",,,,,,,
"USGS	01632900	2017-02-08 20:00	EST	500	A	1.8	A	11.3	A",,,,,,,
"USGS	01632900	2017-02-08 20:15	EST	500	A	1.6	A	11.2	A",,,,,,,
"USGS	01632900	2017-02-08 20:30	EST	501	A	1.8	A	11.1	A",,,,,,,
"USGS	01632900	2017-02-08 20:45	EST	501	A	1.5	A	11.0	A",,,,,,,
"USGS	01632900	2017-02-08 21:00	EST	502	A	1.3	A	10.9	A",,,,,,,
"USGS	01632900	2017-02-08 21:15	EST	502	A	1.7	A	10.8	A",,,,,,,
"USGS	01632900	2017-02-08 21:30	EST	503	A	1.7	A	10.7	A",,,,,,,
"USGS	01632900	2017-02-08 21:45	EST	504	A	1.8	A	10.7	A",,,,,,,
"USGS	01632900	2017-02-08 22:00	EST	504	A	1.6	A	10.6	A",,,,,,,
"USGS	01632900	2017-02-08 22:15	EST	505	A	1.8	A	10.5	A",,,,,,,
"USGS	01632900	2017-02-08 22:30	EST	506	A	1.8	A	10.4	A",,,,,,,
"USGS	01632900	2017-02-08 22:45	EST	506	A	1.8	A	10.3	A",,,,,,,
"USGS	01632900	2017-02-08 23:00	EST	507	A	1.9	A	10.3	A",,,,,,,
"USGS	01632900	2017-02-08 23:15	EST	508	A	2.0	A	10.2	A",,,,,,,
"USGS	01632900	2017-02-08 23:30	EST	508	A	1.8	A	10.1	A",,,,,,,
"USGS	01632900	2017-02-08 23:45	EST	508	A	2.1	A	10.1	A",,,,,,,
"USGS	01632900	2017-02-09 00:00	EST	509	A	1.9	A	10.0	A",,,,,,,
"USGS	01632900	2017-02-09 00:15	EST	509	A	2.0	A	10.0	A",,,,,,,
"USGS	01632900	2017-02-09 00:30	EST	510	A	1.7	A	9.9	A",,,,,,,
"USGS	01632900	2017-02-09 00:45	EST	511	A	1.7	A	9.8	A",,,,,,,
"USGS	01632900	2017-02-09 01:00	EST	511	A	1.8	A	9.8	A",,,,,,,
"USGS	01632900	2017-02-09 01:15	EST	512	A	1.7	A	9.7	A",,,,,,,
"USGS	01632900	2017-02-09 01:30	EST	512	A	1.9	A	9.7	A",,,,,,,
"USGS	01632900	2017-02-09 01:45	EST	511	A	2.2	A	9.6	A",,,,,,,
"USGS	01632900	2017-02-09 02:00	EST	508	A	2.2	A	9.6	A",,,,,,,
"USGS	01632900	2017-02-09 02:15	EST	507	A	3.2	A	9.6	A",,,,,,,
"USGS	01632900	2017-02-09 02:30	EST	507	A	3.6	A	9.6	A",,,,,,,
"USGS	01632900	2017-02-09 02:45	EST	507	A	3.4	A	9.6	A",,,,,,,
"USGS	01632900	2017-02-09 03:00	EST	508	A	2.9	A	9.5	A",,,,,,,
"USGS	01632900	2017-02-09 03:15	EST	508	A	2.7	A	9.5	A",,,,,,,
"USGS	01632900	2017-02-09 03:30	EST	508	A	2.9	A	9.5	A",,,,,,,
"USGS	01632900	2017-02-09 03:45	EST	508	A	2.9	A	9.5	A",,,,,,,
"USGS	01632900	2017-02-09 04:00	EST	508	A	3.5	A	9.5	A",,,,,,,
"USGS	01632900	2017-02-09 04:15	EST	512	A	3.5	A	9.5	A",,,,,,,
"USGS	01632900	2017-02-09 04:30	EST	519	A	3.0	A	9.5	A",,,,,,,
"USGS	01632900	2017-02-09 04:45	EST	522	A	3.2	A	9.5	A",,,,,,,
"USGS	01632900	2017-02-09 05:00	EST	518	A	2.9	A	9.4	A",,,,,,,
"USGS	01632900	2017-02-09 05:15	EST	519	A	2.8	A	9.4	A",,,,,,,
"USGS	01632900	2017-02-09 05:30	EST	517	A	3.9	A	9.4	A",,,,,,,
"USGS	01632900	2017-02-09 05:45	EST	517	A	3.0	A	9.4	A",,,,,,,
"USGS	01632900	2017-02-09 06:00	EST	516	A	2.7	A	9.5	A",,,,,,,
"USGS	01632900	2017-02-09 06:15	EST	516	A	3.1	A	9.5	A",,,,,,,
"USGS	01632900	2017-02-09 06:30	EST	516	A	2.6	A	9.5	A",,,,,,,
"USGS	01632900	2017-02-09 06:45	EST	514	A	2.7	A	9.5	A",,,,,,,
"USGS	01632900	2017-02-09 07:00	EST	514	A	2.7	A	9.5	A",,,,,,,
"USGS	01632900	2017-02-09 07:15	EST	515	A	3.2	A	9.5	A",,,,,,,
"USGS	01632900	2017-02-09 07:30	EST	516	A	3.0	A	9.5	A",,,,,,,
"USGS	01632900	2017-02-09 07:45	EST	516	A	2.7	A	9.5	A",,,,,,,
"USGS	01632900	2017-02-09 08:00	EST	516	A	4.0	A	9.6	A",,,,,,,
"USGS	01632900	2017-02-09 08:15	EST	517	A	3.1	A	9.6	A",,,,,,,
"USGS	01632900	2017-02-09 08:30	EST	516	A	3.9	A	9.7	A",,,,,,,
"USGS	01632900	2017-02-09 08:45	EST	515	A	3.0	A	9.8	A",,,,,,,
"USGS	01632900	2017-02-09 09:00	EST	516	A	2.9	A	9.9	A",,,,,,,
"USGS	01632900	2017-02-09 09:15	EST	515	A	2.8	A	10.0	A",,,,,,,
"USGS	01632900	2017-02-09 09:30	EST	513	A	3.4	A	10.1	A",,,,,,,
"USGS	01632900	2017-02-09 09:45	EST	501	A	3.3	A	10.3	A",,,,,,,
"USGS	01632900	2017-02-09 10:00	EST	505	A	2.6	A	10.5	A",,,,,,,
"USGS	01632900	2017-02-09 10:15	EST	504	A	2.6	A	10.6	A",,,,,,,
"USGS	01632900	2017-02-09 10:30	EST	503	A	2.6	A	10.8	A",,,,,,,
"USGS	01632900	2017-02-09 10:45	EST	503	A	2.4	A	10.9	A",,,,,,,
"USGS	01632900	2017-02-09 11:00	EST	502	A	2.3	A	10.9	A",,,,,,,
"USGS	01632900	2017-02-09 11:15	EST	501	A	2.3	A	11.0	A",,,,,,,
"USGS	01632900	2017-02-09 11:30	EST	500	A	2.2	A	11.2	A",,,,,,,
"USGS	01632900	2017-02-09 11:45	EST	499	A	2.0	A	11.3	A",,,,,,,
"USGS	01632900	2017-02-09 12:00	EST	498	A	2.2	A	11.3	A",,,,,,,
"USGS	01632900	2017-02-09 12:15	EST	497	A	2.0	A	11.3	A",,,,,,,
"USGS	01632900	2017-02-09 12:30	EST	496	A	1.9	A	11.4	A",,,,,,,
"USGS	01632900	2017-02-09 12:45	EST	495	A	1.9	A	11.7	A",,,,,,,
"USGS	01632900	2017-02-09 13:00	EST	494	A	1.7	A	11.8	A",,,,,,,
"USGS	01632900	2017-02-09 13:15	EST	493	A	1.7	A	11.9	A",,,,,,,
"USGS	01632900	2017-02-09 13:30	EST	492	A	1.6	A	11.9	A",,,,,,,
"USGS	01632900	2017-02-09 13:45	EST	491	A	2.1	A	11.9	A",,,,,,,
"USGS	01632900	2017-02-09 14:00	EST	488	A	1.9	A	12.0	A",,,,,,,
"USGS	01632900	2017-02-09 14:15	EST	487	A	1.8	A	12.1	A",,,,,,,
"USGS	01632900	2017-02-09 14:30	EST	486	A	2.0	A	12.2	A",,,,,,,
"USGS	01632900	2017-02-09 14:45	EST	485	A	2.1	A	12.2	A",,,,,,,
"USGS	01632900	2017-02-09 15:00	EST	485	A	2.1	A	12.3	A",,,,,,,
"USGS	01632900	2017-02-09 15:15	EST	485	A	2.0	A	12.4	A",,,,,,,
"USGS	01632900	2017-02-09 15:30	EST	484	A	1.8	A	12.5	A",,,,,,,
"USGS	01632900	2017-02-09 15:45	EST	484	A	2.1	A	12.5	A",,,,,,,
"USGS	01632900	2017-02-09 16:00	EST	484	A	1.9	A	12.5	A",,,,,,,
"USGS	01632900	2017-02-09 16:15	EST	485	A	2.1	A	12.6	A",,,,,,,
"USGS	01632900	2017-02-09 16:30	EST	485	A	2.3	A	12.6	A",,,,,,,
"USGS	01632900	2017-02-09 16:45	EST	486	A	2.4	A	12.5	A",,,,,,,
"USGS	01632900	2017-02-09 17:00	EST	483	A	2.6	A	12.4	A",,,,,,,
"USGS	01632900	2017-02-09 17:15	EST	484	A	2.7	A	12.4	A",,,,,,,
"USGS	01632900	2017-02-09 17:30	EST	483	A	2.8	A	12.3	A",,,,,,,
"USGS	01632900	2017-02-09 17:45	EST	484	A	3.0	A	12.2	A",,,,,,,
"USGS	01632900	2017-02-09 18:00	EST	484	A	3.0	A	12.1	A",,,,,,,
"USGS	01632900	2017-02-09 18:15	EST	487	A	3.4	A	12.1	A",,,,,,,
"USGS	01632900	2017-02-09 18:30	EST	495	A	3.0	A	12.1	A",,,,,,,
"USGS	01632900	2017-02-09 18:45	EST	496	A	3.0	A	12.0	A",,,,,,,
"USGS	01632900	2017-02-09 19:00	EST	496	A	2.9	A	11.9	A",,,,,,,
"USGS	01632900	2017-02-09 19:15	EST	497	A	2.9	A	11.9	A",,,,,,,
"USGS	01632900	2017-02-09 19:30	EST	498	A	2.9	A	11.8	A",,,,,,,
"USGS	01632900	2017-02-09 19:45	EST	500	A	2.8	A	11.8	A",,,,,,,
"USGS	01632900	2017-02-09 20:00	EST	498	A	2.7	A	11.8	A",,,,,,,
"USGS	01632900	2017-02-09 20:15	EST	501	A	2.6	A	11.7	A",,,,,,,
"USGS	01632900	2017-02-09 20:30	EST	498	A	2.6	A	11.6	A",,,,,,,
"USGS	01632900	2017-02-09 20:45	EST	500	A	2.3	A	10.2	A",,,,,,,
"USGS	01632900	2017-02-09 21:00	EST	502	A	2.8	A	11.6	A",,,,,,,
"USGS	01632900	2017-02-09 21:15	EST	503	A	2.5	A	11.5	A",,,,,,,
"USGS	01632900	2017-02-09 21:30	EST	504	A	2.6	A	11.5	A",,,,,,,
"USGS	01632900	2017-02-09 21:45	EST	505	A	2.4	A	11.4	A",,,,,,,
"USGS	01632900	2017-02-09 22:00	EST	506	A	2.6	A	11.4	A",,,,,,,
"USGS	01632900	2017-02-09 22:15	EST	507	A	2.7	A	11.4	A",,,,,,,
"USGS	01632900	2017-02-09 22:30	EST	507	A	2.7	A	11.4	A",,,,,,,
"USGS	01632900	2017-02-09 22:45	EST	508	A	2.9	A	11.3	A",,,,,,,
"USGS	01632900	2017-02-09 23:00	EST	509	A	2.7	A	11.3	A",,,,,,,
"USGS	01632900	2017-02-09 23:15	EST	510	A	2.5	A	11.3	A",,,,,,,
"USGS	01632900	2017-02-09 23:30	EST	512	A	2.6	A	11.1	A",,,,,,,
"USGS	01632900	2017-02-09 23:45	EST	514	A	2.4	A	11.1	A",,,,,,,
"USGS	01632900	2017-02-10 00:00	EST	522	A	2.6	A	11.1	A",,,,,,,
"USGS	01632900	2017-02-10 00:15	EST	523	A	2.5	A	11.0	A",,,,,,,
"USGS	01632900	2017-02-10 00:30	EST	525	A	2.7	A	11.0	A",,,,,,,
"USGS	01632900	2017-02-10 00:45	EST	527	A	2.9	A	11.0	A",,,,,,,
"USGS	01632900	2017-02-10 01:00	EST	528	A	2.6	A	11.0	A",,,,,,,
"USGS	01632900	2017-02-10 01:15	EST	522	A	2.8	A	11.0	A",,,,,,,
"USGS	01632900	2017-02-10 01:30	EST	525	A	2.7	A	11.0	A",,,,,,,
"USGS	01632900	2017-02-10 01:45	EST	525	A	3.4	A	11.0	A",,,,,,,
"USGS	01632900	2017-02-10 02:00	EST	524	A	2.9	A	11.0	A",,,,,,,
"USGS	01632900	2017-02-10 02:15	EST	531	A	2.9	A	11.0	A",,,,,,,
"USGS	01632900	2017-02-10 02:30	EST	529	A	2.9	A	11.0	A",,,,,,,
"USGS	01632900	2017-02-10 02:45	EST	529	A	2.4	A	11.0	A",,,,,,,
"USGS	01632900	2017-02-10 03:00	EST	527	A	2.5	A	11.0	A",,,,,,,
"USGS	01632900	2017-02-10 03:15	EST	525	A	3.5	A	11.0	A",,,,,,,
"USGS	01632900	2017-02-10 03:30	EST	524	A	4.9	A	11.0	A",,,,,,,
"USGS	01632900	2017-02-10 03:45	EST	522	A	2.6	A	11.0	A",,,,,,,
"USGS	01632900	2017-02-10 04:00	EST	514	A	2.5	A	11.0	A",,,,,,,
"USGS	01632900	2017-02-10 04:15	EST	513	A	2.2	A	11.2	A",,,,,,,
"USGS	01632900	2017-02-10 04:30	EST	512	A	2.5	A	11.2	A",,,,,,,
"USGS	01632900	2017-02-10 04:45	EST	511	A	2.4	A	11.2	A",,,,,,,
"USGS	01632900	2017-02-10 05:00	EST	509	A	2.0	A	11.2	A",,,,,,,
"USGS	01632900	2017-02-10 05:15	EST	508	A	2.0	A	11.2	A",,,,,,,
"USGS	01632900	2017-02-10 05:30	EST	510	A	2.0	A	11.2	A",,,,,,,
"USGS	01632900	2017-02-10 05:45	EST	501	A	2.5	A	11.2	A",,,,,,,
"USGS	01632900	2017-02-10 06:00	EST	500	A	2.3	A	11.3	A",,,,,,,
"USGS	01632900	2017-02-10 06:15	EST	500	A	2.4	A	11.3	A",,,,,,,
"USGS	01632900	2017-02-10 06:30	EST	499	A	2.5	A	11.3	A",,,,,,,
"USGS	01632900	2017-02-10 06:45	EST	499	A			11.3	A",,,,,,,
"USGS	01632900	2017-02-10 07:00	EST	498	A			11.3	A",,,,,,,
"USGS	01632900	2017-02-10 07:15	EST	498	A			11.4	A",,,,,,,
"USGS	01632900	2017-02-10 07:30	EST	497	A	2.1	A	11.4	A",,,,,,,
"USGS	01632900	2017-02-10 07:45	EST	497	A	2.1	A	11.4	A",,,,,,,
"USGS	01632900	2017-02-10 08:00	EST	497	A	2.2	A	11.5	A",,,,,,,
"USGS	01632900	2017-02-10 08:15	EST	496	A	2.1	A	11.6	A",,,,,,,
"USGS	01632900	2017-02-10 08:30	EST	496	A	2.2	A	11.7	A",,,,,,,
"USGS	01632900	2017-02-10 08:45	EST	496	A	2.3	A	11.8	A",,,,,,,
"USGS	01632900	2017-02-10 09:00	EST	495	A	2.6	A	11.9	A",,,,,,,
"USGS	01632900	2017-02-10 09:15	EST	495	A	2.6	A	12.0	A",,,,,,,
"USGS	01632900	2017-02-10 09:30	EST	494	A	2.3	A	12.1	A",,,,,,,
"USGS	01632900	2017-02-10 09:45	EST	494	A	2.1	A	12.2	A",,,,,,,
"USGS	01632900	2017-02-10 10:00	EST	493	A	2.1	A	12.3	A",,,,,,,
"USGS	01632900	2017-02-10 10:15	EST	493	A	2.0	A	12.5	A",,,,,,,
"USGS	01632900	2017-02-10 10:30	EST	492	A	2.0	A	12.6	A",,,,,,,
"USGS	01632900	2017-02-10 10:45	EST	492	A	1.9	A	12.7	A",,,,,,,
"USGS	01632900	2017-02-10 11:00	EST	491	A	2.1	A	12.8	A",,,,,,,
"USGS	01632900	2017-02-10 11:15	EST	490	A	2.1	A	12.9	A",,,,,,,
"USGS	01632900	2017-02-10 11:30	EST	490	A	2.2	A	13.0	A",,,,,,,
"USGS	01632900	2017-02-10 11:45	EST	489	A	2.0	A	13.1	A",,,,,,,
"USGS	01632900	2017-02-10 12:00	EST	489	A	2.0	A	13.1	A",,,,,,,
"USGS	01632900	2017-02-10 12:15	EST	488	A	1.8	A	13.1	A",,,,,,,
"USGS	01632900	2017-02-10 12:30	EST	488	A	1.6	A	13.2	A",,,,,,,
"USGS	01632900	2017-02-10 12:45	EST	488	A	1.7	A	13.2	A",,,,,,,
"USGS	01632900	2017-02-10 13:00	EST	487	A	1.7	A	13.2	A",,,,,,,
"USGS	01632900	2017-02-10 13:15	EST	487	A	1.8	A	13.2	A",,,,,,,
"USGS	01632900	2017-02-10 13:30	EST	487	A	1.7	A	13.3	A",,,,,,,
"USGS	01632900	2017-02-10 13:45	EST	487	A	1.8	A	13.3	A",,,,,,,
"USGS	01632900	2017-02-10 14:00	EST	487	A	1.7	A	13.3	A",,,,,,,
"USGS	01632900	2017-02-10 14:15	EST	487	A	1.7	A	13.2	A",,,,,,,
"USGS	01632900	2017-02-10 14:30	EST	487	A	1.6	A	13.2	A",,,,,,,
"USGS	01632900	2017-02-10 14:45	EST	487	A	1.5	A	13.3	A",,,,,,,
"USGS	01632900	2017-02-10 15:00	EST	486	A	1.6	A	13.3	A",,,,,,,
"USGS	01632900	2017-02-10 15:15	EST	486	A	1.4	A	13.3	A",,,,,,,
"USGS	01632900	2017-02-10 15:30	EST	487	A	1.4	A	13.3	A",,,,,,,
"USGS	01632900	2017-02-10 15:45	EST	487	A	1.4	A	13.4	A",,,,,,,
"USGS	01632900	2017-02-10 16:00	EST	487	A	1.4	A	13.4	A",,,,,,,
"USGS	01632900	2017-02-10 16:15	EST	487	A	1.4	A	13.4	A",,,,,,,
"USGS	01632900	2017-02-10 16:30	EST	487	A	1.7	A	13.4	A",,,,,,,
"USGS	01632900	2017-02-10 16:45	EST	487	A	1.8	A	13.4	A",,,,,,,
"USGS	01632900	2017-02-10 17:00	EST	487	A	1.8	A	13.4	A",,,,,,,
"USGS	01632900	2017-02-10 17:15	EST	488	A	1.7	A	13.3	A",,,,,,,
"USGS	01632900	2017-02-10 17:30	EST	488	A	1.6	A	13.3	A",,,,,,,
"USGS	01632900	2017-02-10 17:45	EST	488	A	1.5	A	13.2	A",,,,,,,
"USGS	01632900	2017-02-10 18:00	EST	489	A	1.4	A	13.2	A",,,,,,,
"USGS	01632900	2017-02-10 18:15	EST	489	A	1.4	A	13.2	A",,,,,,,
"USGS	01632900	2017-02-10 18:30	EST	490	A	1.5	A	13.1	A",,,,,,,
"USGS	01632900	2017-02-10 18:45	EST	491	A	1.4	A	13.1	A",,,,,,,
"USGS	01632900	2017-02-10 19:00	EST	491	A	1.5	A	13.0	A",,,,,,,
"USGS	01632900	2017-02-10 19:15	EST	492	A	1.4	A	13.0	A",,,,,,,
"USGS	01632900	2017-02-10 19:30	EST	492	A	1.3	A	12.9	A",,,,,,,
"USGS	01632900	2017-02-10 19:45	EST	493	A	1.2	A	12.9	A",,,,,,,
"USGS	01632900	2017-02-10 20:00	EST	494	A	1.2	A	12.8	A",,,,,,,
"USGS	01632900	2017-02-10 20:15	EST	495	A	1.4	A	12.8	A",,,,,,,
"USGS	01632900	2017-02-10 20:30	EST	496	A	1.7	A	12.7	A",,,,,,,
"USGS	01632900	2017-02-10 20:45	EST	496	A	1.3	A	12.7	A",,,,,,,
"USGS	01632900	2017-02-10 21:00	EST	497	A	1.1	A	12.6	A",,,,,,,
"USGS	01632900	2017-02-10 21:15	EST	498	A	1.0	A	12.6	A",,,,,,,
"USGS	01632900	2017-02-10 21:30	EST	499	A	1.1	A	12.6	A",,,,,,,
"USGS	01632900	2017-02-10 21:45	EST	500	A	1.1	A	12.5	A",,,,,,,
"USGS	01632900	2017-02-10 22:00	EST	500	A	1.3	A	12.5	A",,,,,,,
"USGS	01632900	2017-02-10 22:15	EST	501	A	1.3	A	12.4	A",,,,,,,
"USGS	01632900	2017-02-10 22:30	EST	502	A	1.2	A	12.4	A",,,,,,,
"USGS	01632900	2017-02-10 22:45	EST	502	A	1.1	A	12.4	A",,,,,,,
"USGS	01632900	2017-02-10 23:00	EST	503	A	1.1	A	12.4	A",,,,,,,
"USGS	01632900	2017-02-10 23:15	EST	503	A	1.1	A	12.4	A",,,,,,,
"USGS	01632900	2017-02-10 23:30	EST	504	A	1.1	A	12.3	A",,,,,,,
"USGS	01632900	2017-02-10 23:45	EST	504	A	1.3	A	12.3	A",,,,,,,
"USGS	01632900	2017-02-11 00:00	EST	505	A	1.1	A	12.3	A",,,,,,,
"USGS	01632900	2017-02-11 00:15	EST	505	A	1.4	A	12.3	A",,,,,,,
"USGS	01632900	2017-02-11 00:30	EST	506	A	1.3	A	12.2	A",,,,,,,
"USGS	01632900	2017-02-11 00:45	EST	506	A	1.3	A	12.2	A",,,,,,,
"USGS	01632900	2017-02-11 01:00	EST	506	A	1.3	A	12.2	A",,,,,,,
"USGS	01632900	2017-02-11 01:15	EST	507	A	1.3	A	12.2	A",,,,,,,
"USGS	01632900	2017-02-11 01:30	EST	507	A	1.5	A	12.1	A",,,,,,,
"USGS	01632900	2017-02-11 01:45	EST	507	A	1.5	A	12.1	A",,,,,,,
"USGS	01632900	2017-02-11 02:00	EST	508	A	1.4	A	12.1	A",,,,,,,
"USGS	01632900	2017-02-11 02:15	EST	508	A	1.5	A	12.1	A",,,,,,,
"USGS	01632900	2017-02-11 02:30	EST	508	A	1.3	A	12.1	A",,,,,,,
"USGS	01632900	2017-02-11 02:45	EST	508	A	2.6	A	12.1	A",,,,,,,
"USGS	01632900	2017-02-11 03:00	EST	508	A	1.5	A	12.1	A",,,,,,,
"USGS	01632900	2017-02-11 03:15	EST	508	A	1.4	A	12.1	A",,,,,,,
"USGS	01632900	2017-02-11 03:30	EST	509	A	1.3	A	12.1	A",,,,,,,
"USGS	01632900	2017-02-11 03:45	EST	509	A	1.9	A	12.0	A",,,,,,,
"USGS	01632900	2017-02-11 04:00	EST	509	A	1.3	A	12.0	A",,,,,,,
"USGS	01632900	2017-02-11 04:15	EST	509	A	1.2	A	12.0	A",,,,,,,
"USGS	01632900	2017-02-11 04:30	EST	509	A	1.3	A	12.0	A",,,,,,,
"USGS	01632900	2017-02-11 04:45	EST	509	A	1.3	A	12.0	A",,,,,,,
"USGS	01632900	2017-02-11 05:00	EST	509	A	3.3	A	12.0	A",,,,,,,
"USGS	01632900	2017-02-11 05:15	EST	509	A	1.1	A	12.0	A",,,,,,,
"USGS	01632900	2017-02-11 05:30	EST	510	A	1.1	A	12.0	A",,,,,,,
"USGS	01632900	2017-02-11 05:45	EST	509	A	0.9	A	12.0	A",,,,,,,
"USGS	01632900	2017-02-11 06:00	EST	510	A	1.0	A	12.0	A",,,,,,,
"USGS	01632900	2017-02-11 06:15	EST	510	A	1.1	A	12.0	A",,,,,,,
"USGS	01632900	2017-02-11 06:30	EST	510	A	1.1	A	12.1	A",,,,,,,
"USGS	01632900	2017-02-11 06:45	EST	510	A	1.1	A	12.1	A",,,,,,,
"USGS	01632900	2017-02-11 07:00	EST	510	A	1.2	A	12.1	A",,,,,,,
"USGS	01632900	2017-02-11 07:15	EST	510	A	1.0	A	12.1	A",,,,,,,
"USGS	01632900	2017-02-11 07:30	EST	510	A	1.1	A	12.1	A",,,,,,,
"USGS	01632900	2017-02-11 07:45	EST	510	A	1.0	A	12.1	A",,,,,,,
"USGS	01632900	2017-02-11 08:00	EST	510	A	1.2	A	12.1	A",,,,,,,
"USGS	01632900	2017-02-11 08:15	EST	510	A	1.3	A	12.2	A",,,,,,,
"USGS	01632900	2017-02-11 08:30	EST	510	A	1.3	A	12.2	A",,,,,,,
"USGS	01632900	2017-02-11 08:45	EST	509	A	1.8	A	12.3	A",,,,,,,
"USGS	01632900	2017-02-11 09:00	EST	509	A	1.2	A	12.4	A",,,,,,,
"USGS	01632900	2017-02-11 09:15	EST	509	A	1.1	A	12.5	A",,,,,,,
"USGS	01632900	2017-02-11 09:30	EST	508	A	1.2	A	12.6	A",,,,,,,
"USGS	01632900	2017-02-11 09:45	EST	508	A	1.5	A	12.7	A",,,,,,,
"USGS	01632900	2017-02-11 10:00	EST	507	A	1.2	A	12.8	A",,,,,,,
"USGS	01632900	2017-02-11 10:15	EST	507	A	1.3	A	12.9	A",,,,,,,
"USGS	01632900	2017-02-11 10:30	EST	506	A	1.3	A	13.1	A",,,,,,,
"USGS	01632900	2017-02-11 10:45	EST	505	A	1.7	A	13.2	A",,,,,,,
"USGS	01632900	2017-02-11 11:00	EST	505	A	1.4	A	13.3	A",,,,,,,
"USGS	01632900	2017-02-11 11:15	EST	504	A	1.4	A	13.4	A",,,,,,,
"USGS	01632900	2017-02-11 11:30	EST	503	A	1.4	A	13.4	A",,,,,,,
"USGS	01632900	2017-02-11 11:45	EST	503	A	1.4	A	13.6	A",,,,,,,
